featureid	rab.all	rab.win.S_M01	rab.win.S_M02	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.5008152349956	11.4573986679818	11.5565391198904	0.0336887046605803	1.67967573882937	0.00951285247926065	0.49114583353355	0.658441545070583	0.950520136581379	0.784898904948252	0.971343649120631
Escherichia-Shigella	4.89211660346335	4.31221353459865	7.7577877277346	0.491192889073555	8.19626362430453	0.0579837548781091	0.464583334137986	0.559710535025307	0.941674316721254	0.6299158937137	0.955426833395085
Bacteroides	2.05513845659817	2.03209018413738	2.10544472820076	-0.0144760143387384	8.05822133511418	-0.00222649017203471	0.49947916667844	0.764352185812715	0.960048948761674	0.756562374073318	0.965958022078406
Enterococcus	3.5667111658474	3.58540277444479	3.55107680454242	0.140096962535534	6.93819930604446	0.020814112021302	0.489849037189241	0.772273725758105	0.962900947527781	0.825849460463624	0.973515002611368
[Ruminococcus]_gnavus_group	0.745326924193663	0.238098281940479	1.32423110930038	1.29918159998477	7.07542796452083	0.173129610766554	0.405729168876263	0.281564015955416	0.882626694561828	0.269114236533259	0.861375906575554
Streptococcus	9.78047802152599	10.0285240206372	9.28540845001558	-0.486959521299508	2.18099007829138	-0.230046873095683	0.403956275026556	0.226264903765027	0.894565302133702	0.235081666787358	0.903892749358898
Staphylococcus	6.11620177111761	7.27740345464421	4.96910113736652	-2.42532208243561	4.66659552294099	-0.451125925512227	0.283854172675724	0.00642691185898844	0.323573383997598	0.00397381860033948	0.26707893851032
unclassified_Enterobacteriaceae	6.06410736650029	6.30936384402727	5.92495951219937	0.786889956258565	8.02509667532342	0.090669355460363	0.447395834535792	0.49261335897041	0.93278416667551	0.480727664933426	0.947101225508821
Veillonella	6.11223252118501	5.69559805615648	6.43453649831443	0.344169474302579	4.63734114533229	0.0703237037590495	0.463300365226788	0.653819113921822	0.951527696999737	0.598874693987476	0.9540466543576
Haemophilus	4.51452393044549	4.53885185220552	4.47711562765775	-0.790485449513171	6.11375410065542	-0.115507609468429	0.455208334354068	0.518715142884485	0.938435612794401	0.570871797662598	0.955009686251013
Clostridium_sensu_stricto_1	4.26726328639071	3.61265952541968	5.17286561204022	-0.0499532282286355	8.03120024597866	-0.00610134831709368	0.497916666713763	0.806816605462875	0.964468361236835	0.848130546515649	0.973639727206928
Erysipelatoclostridium	-0.0568366094455541	-0.105772562019589	0.0139336571124256	0.269997474820994	5.41303395820697	0.0446435729314984	0.474232171327845	0.451341316174475	0.895219306523844	0.537852468932431	0.932937823622211
Lactobacillus	3.84802397569916	3.55354151804754	4.8454389002483	0.998497114940658	7.21854255043164	0.131006326900557	0.446121812787456	0.584983082531802	0.942599952452955	0.551942535758236	0.952180582968374
Lachnoclostridium	-0.214757904562148	-0.219543469339492	-0.21203493186056	-0.0268132622163311	5.9393616732778	-0.00271696080200429	0.497916666713763	0.602325840342099	0.94051649361956	0.546123513942254	0.937911348207046
Megasphaera	-0.418372601399543	-0.214553591620273	-0.584279890300161	-0.395353807677608	4.28935740944785	-0.0832435419173543	0.457812500960512	0.500636835128348	0.894016606092352	0.453858266424684	0.892781486423599
Sutterella	-0.124858370839054	-0.17404153404459	-0.0601555260269047	0.197511626934846	6.02657345718067	0.0273050363475609	0.483333333710513	0.64724138146066	0.946932534429713	0.589281294220769	0.940848542066516
Intestinibacter	-0.217888163365471	-0.379102431124341	-0.0529406596455901	0.512877286372124	4.98462639757449	0.0924369490377301	0.452604167747793	0.455678038628057	0.911253430210252	0.49176904886343	0.92950359278644
