featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.0668832215285	13.471234294949	14.1387864204791	0.644827516817903	0.788006497524251	0.732139316818955	0.220779448899365	0.084501547933531	0.548957300062934	0.0653530497280497	0.522078253422805
Gemella	10.403531654388	9.53569870024195	10.5025649773175	0.62849349855356	1.4950874038439	0.344634691055961	0.337662439684174	0.532853981375406	0.893861628680195	0.243846597243336	0.785014884243879
Neisseria	8.1829567650965	10.0316851640732	7.16596252327702	-2.78521712531782	3.32048727940957	-0.757184043850375	0.153247128828507	0.000875393677939281	0.0544473144142894	0.00876802092834702	0.303257665701014
Granulicatella	10.3040876965773	10.4095181905599	10.2468817236177	-0.202036702397907	1.50134418235808	-0.0944361556000901	0.434895870760785	0.282801959437705	0.810143234934099	0.664634640721597	0.926173385042737
Haemophilus	9.53450407861272	10.43349651868	9.32094674884776	-1.03821972181499	2.73136816079527	-0.353802710065772	0.290909233375191	0.0698441506310514	0.574414849710772	0.164998068055133	0.736421102154124
Rothia	9.37532733504866	7.98600225492445	9.59385745817743	1.33802205128448	2.98647193526428	0.421062094960108	0.322078036609419	0.283617027367361	0.815627904190797	0.238511684571467	0.793297616366793
Staphylococcus	1.31118495780986	0.763381191741054	1.53984889255085	0.889858639445251	4.85383161552163	0.171950988790654	0.398437559867012	0.525345276507098	0.87438358102468	0.53554852454309	0.887115499657293
Alloprevotella	7.57614910895814	8.14096648915855	7.57614910895814	-0.315047895505271	5.04334816970687	-0.0559961631781594	0.463541687380826	0.828868362896083	0.959647976002627	0.836974943836357	0.966814181565799
Veillonella	9.09326446999149	9.812621316127	8.79917479758801	-0.898303113447978	2.02851160678246	-0.346881738292674	0.348958427264429	0.0836182129943113	0.593900643979341	0.30726062886389	0.832628588134105
Bergeyella	5.26939302175518	4.31641311297039	6.01023908783132	1.27158519554401	5.66225442370553	0.224563641658088	0.397402657618966	0.657792967273939	0.921481625385787	0.441208489578055	0.877336552686118
Leptotrichia	5.86905476010918	7.75030862812485	4.56205411222801	-3.48203018850586	4.65241209701125	-0.717050941629314	0.233766442674173	0.00950276256106317	0.210928624322455	0.0749063587378805	0.5985150530088
Porphyromonas	7.67447707699778	8.44515068116695	7.4772880236976	-1.07615007947045	6.12560881045185	-0.193955338339694	0.375000075351832	0.768379820264414	0.946345171045006	0.463748954849498	0.885869409253558
Prevotella	4.98844898528057	7.21048689887779	4.37135001922704	-2.51811639359367	4.30308125662467	-0.504567809992647	0.221354395078458	0.215508289555221	0.701220021290369	0.0471622052464444	0.516583479901087
Fusobacterium	4.20637655643765	6.66955422565953	3.12568929909768	-3.96561037887704	4.30542379836123	-0.84290267983993	0.163636709071714	0.00213782976525115	0.0809591059300269	0.0121879328401068	0.333045401279418
Streptobacillus	1.89326622007825	1.56911878159694	2.04988163168999	-0.00405375246527839	5.66456758389293	-0.00039405214398043	0.5	0.673272109480849	0.918616371268147	0.733211240752002	0.939536836063689
Actinomyces	6.06924063861251	6.3632356564546	5.95372831949512	-0.785144993656754	3.27816648940334	-0.153362119646644	0.397402657618966	0.804827475770671	0.95328934342105	0.686553083088409	0.936634101658745
Actinobacillus	-0.121155242121231	0.89405573415941	-0.321547693936262	-1.69688046444304	5.44610650425483	-0.28556752471535	0.377604240246411	0.460702476978885	0.80941346948848	0.464676235600149	0.824283300640935
unclassified_Neisseriaceae	-0.351433899426922	-0.747709794653393	-0.214436393068309	0.717311794215764	4.32306440857596	0.146775751258887	0.43116887061371	0.508552934267373	0.85296565493257	0.52613889733455	0.860840525022958
Acinetobacter	0.276396397459989	-0.137070034089197	0.39286568030149	0.810522927877029	4.53187579195207	0.155284857929749	0.43116887061371	0.50447386687842	0.841693588881636	0.530370965085639	0.855093847049574
Flavobacterium	-0.158522732632397	-0.557689727911581	-0.0335486986058537	0.664642096846673	4.50610798399719	0.118452660966002	0.43116887061371	0.489461023119906	0.83810679217557	0.524959513614405	0.850992876980753
Bifidobacterium	0.200201345880573	-0.68006440197452	0.523019148245822	1.27877376996235	4.28388300216512	0.25924698347393	0.3688312480254	0.418517505201905	0.809638696514578	0.41318388736867	0.793614165428095
unclassified_Pasteurellaceae	1.12933863058331	4.52367563216705	0.394179891263001	-3.79676581051449	5.26625095957466	-0.706545495854348	0.208333583183134	0.0661149874150641	0.421262727637445	0.0451386777473734	0.459076781423225
