featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.285400021018	13.7458772910855	14.4293500582318	0.674429694231848	0.79727019315987	0.804867752779861	0.195840675447039	0.020518406879239	0.360840727037441	0.013961291706794	0.275793139945542
Gemella	10.2799096840281	10.1047012626277	10.3750939708168	0.4084485650639	1.68151872473229	0.157553359116129	0.3975694712993	0.814033687613406	0.954375739412812	0.451181790785427	0.861891016527449
Neisseria	5.76076332330651	8.38492299579367	5.01557804155219	-3.90559694602818	5.73546998153526	-0.56543103551	0.246100605563838	0.0589778717745559	0.485844366180614	0.0254615761549795	0.433508748811037
Granulicatella	10.2248420163433	10.3406705030501	10.1345350128141	-0.403421559611904	1.47586946436085	-0.216825847662562	0.383680586443565	0.0794891128125654	0.569394407419196	0.358271838106921	0.817880527326156
Haemophilus	9.29283615217876	9.99777499044229	8.90693996514786	-0.985196942690101	3.79266880083652	-0.186612030458571	0.360485306500261	0.208401656981432	0.725091548897691	0.218389470661772	0.746580954883032
Rothia	9.6960307956531	8.666271597021	10.0657508922744	1.34099875511244	3.92140603231791	0.31363425217269	0.342013932971938	0.232738679746504	0.74849125578933	0.21079385382234	0.746282159018002
Staphylococcus	1.25329247905757	1.59997084680538	1.08192826642936	-0.122362129261347	4.75355206464972	-0.0149631928218203	0.488734838176426	0.603764166239163	0.887540571832302	0.67678994933727	0.921580681800271
Alloprevotella	7.06828903109698	8.61865038760596	6.18766882236518	-2.53546174109445	5.00663798080319	-0.454042857392861	0.296875061104088	0.0210097273870577	0.403294988064826	0.0974181568681194	0.633593227414148
Veillonella	9.79946380658311	9.99477518028142	9.43629425024685	-0.809296665546381	1.99081336600715	-0.303249080210834	0.34315428964434	0.0350161634612894	0.456581950248859	0.228774102584073	0.750952416515516
Bergeyella	4.6570734880418	4.62250280461511	4.719544204918	-0.591413377235758	5.00156370825605	-0.101073067020018	0.442708347914911	0.495633011501731	0.867978984699794	0.717750513791556	0.942159463104292
Leptotrichia	3.51719607850237	9.0537747664806	1.98505726057294	-6.01898850466258	6.49715453407465	-0.834483811373195	0.188908272630241	0.0154321154450839	0.316579211110877	0.00912494551924837	0.282326848493697
Porphyromonas	6.97358455576631	8.99445853377905	6.64164951480664	-2.02430330278029	4.6233991694868	-0.382280074933225	0.314236165241819	0.0813988106776879	0.573532516465902	0.0965166158803715	0.632234575638172
Prevotella	4.39396978589025	6.14637566392245	3.24860716459617	-2.53303347741675	4.51882393440965	-0.513249946393057	0.262152854990715	0.0634339223585273	0.467416787310449	0.0473772775824875	0.506130288209454
Fusobacterium	3.17233048491224	4.42666138887485	2.09513554213831	-2.35219451332124	5.03157097706356	-0.418526446899446	0.318890866736152	0.143889752885006	0.604007417974361	0.144175378906451	0.669490021105148
Streptobacillus	1.1652487603453	1.62694850998114	1.01580650686428	-0.489068926357807	6.80284202762286	-0.0757561471281385	0.470486118550129	0.637019968191239	0.90467791647351	0.667379402675036	0.920368094666619
Actinomyces	6.40978468898981	6.63875311345537	6.2776114953225	-0.204162536621351	3.95704728558408	-0.0546395444066848	0.477430561235969	0.682949416421981	0.923175442997941	0.800588769676101	0.955745995287761
Actinobacillus	0.609917828289149	2.38184397395282	-0.064670613784215	-2.27952515162846	4.98091479336931	-0.39636879209127	0.303819502685815	0.316074221621098	0.714207091190323	0.180710737288698	0.641333821790352
unclassified_Neisseriaceae	-0.269877264405998	-0.244151269155243	-0.295825524424712	0.184474095093296	4.38405286598931	0.0369653372958013	0.476603125453225	0.510425806643973	0.8329129779778	0.539257593980233	0.863734359192702
Acinetobacter	0.975202365745811	0.290308186365087	1.28913860641158	1.05463839210399	4.42592960690104	0.206507244023506	0.393414239387305	0.403606625846869	0.79032429699549	0.380745775339104	0.779552929502223
Flavobacterium	1.46026375459717	0.896949713094804	1.69729235473097	0.356641657037675	4.57543286774412	0.0762851859221958	0.468750007879944	0.562698253911547	0.87671182883197	0.589185492012985	0.900109064797344
Bifidobacterium	-0.152102215760172	-0.720039129169314	0.185413343172169	1.12989444885324	4.89734170307389	0.198170212802885	0.407986135032666	0.389926072540577	0.770233614765602	0.405082479988777	0.783746580192402
unclassified_Pasteurellaceae	1.0730332349579	2.11760747955291	0.633534796012407	-1.51857128636052	5.5847318151588	-0.271872734913321	0.371527812327543	0.325577522276252	0.758313578214688	0.365281165923033	0.797085712456545
Enhydrobacter	0.469972751369629	-0.495221239418137	0.922444108026736	1.34539785311317	4.13859530098744	0.30651522235518	0.367417713338615	0.312589535630477	0.718946703474545	0.268359768355083	0.677232572480335
Pseudomonas	-0.317141813409222	-0.508160176730539	-0.196215104712594	0.560871978402143	4.53990119104473	0.122795571705522	0.433275580262402	0.492990078758539	0.82127299265453	0.494168535269079	0.826481026313074
