featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.6634374093566	14.0885441140887	14.7735590818977	0.735520079700652	0.664358381318548	1.01833629374904	0.11428624984597	0.0181556301164278	0.324347006568607	0.00395851753610374	0.148276861966274
Gemella	10.2461985421911	9.36765645398735	10.501439558147	0.897146769460767	1.60817381213509	0.493674847262695	0.281250152887571	0.329081578210181	0.832248529656972	0.171992166119321	0.762420579576953
Neisseria	5.65318488809141	8.23954660366704	5.21307070892054	-3.15919595389685	5.34384922415321	-0.613540945062288	0.229166883279393	0.0438197681059604	0.5205170785371	0.0447878181444992	0.507240343191523
Granulicatella	8.61299224437088	10.1138488707238	8.12723644790455	-2.09326515761039	2.54935799646244	-0.739529954865234	0.179687807021729	0.00151993494944426	0.0876197043468435	0.0113843232916509	0.271389231677486
Haemophilus	8.71396000718488	9.32963182287858	8.65100520040526	-1.03177094974329	3.29647901211076	-0.257608314797757	0.384415653066572	0.110968903022585	0.702475655065186	0.389649152930403	0.880094956067655
Rothia	9.25317052854867	8.38386003316562	9.5439041621073	0.97097075097669	2.46400117340606	0.391546816881674	0.330729274711156	0.248201203225273	0.803609660634868	0.245069582596522	0.81119340381058
Staphylococcus	3.07870384610896	0.951789471204971	3.44279434864968	2.50094874956064	4.83166686625871	0.49484803946489	0.265625169753521	0.224195411090231	0.758441361273326	0.16951019825481	0.701059332246434
Alloprevotella	5.39679373811793	7.3180600876949	5.07574170969357	-0.8490397260504	5.95149636480074	-0.144307815741762	0.424479210342838	0.729197414939807	0.935969139334453	0.5908523917414	0.925772040571198
Veillonella	8.86611949871615	10.2114888891352	8.57963402766189	-1.30872354936704	3.64635278089649	-0.385062982441471	0.303896234189597	0.29046108083407	0.823338374989577	0.197781968390805	0.782430711813621
Bergeyella	5.55099460688436	5.10276798028304	5.75064984812485	0.315483419573948	3.29015553346221	0.100162538613258	0.454545480313275	0.789877714254686	0.953676777379209	0.769595293356069	0.959602413316747
Leptotrichia	2.79877149051099	7.8210401666163	1.95280025089832	-5.22292131380747	5.33679352415662	-0.947670852942899	0.127273198908983	0.0113913780317413	0.253796835055294	0.00681731163950992	0.20313761604503
Porphyromonas	5.31596573112947	9.62854436619692	4.91462593719012	-3.58264227969802	6.6471810358364	-0.481331966566571	0.303896234189597	0.322034708639992	0.817935549813861	0.160651426518883	0.74630873735433
Prevotella	2.7197139328486	6.67288203429151	1.9544452092827	-4.43904533612374	4.47347809704081	-0.919560758999053	0.153646209637133	0.0138414888573273	0.244278082013267	0.0121960983221759	0.271277944561936
