featureid	rab.all	rab.win.M08	rab.win.M09	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.2480587770341	14.2785622405121	14.215776822396	-0.0384791273674523	0.793367316916402	-0.0428468590963068	0.481421648268638	0.711460048191303	0.961300206284245	0.657220807177548	0.956369965557623
Gemella	10.9514957165296	10.8258425490588	11.052166403236	0.162264585562334	1.35211841470039	0.0941113279990599	0.449353449513779	0.294786640467776	0.9080131333934	0.514868561608495	0.940772248456447
Neisseria	9.58158808940336	9.18467346327753	9.69029068787403	0.391024267757428	4.13263260520186	0.0770137193976461	0.457727518530234	0.387125268514461	0.920227914598442	0.581531700607144	0.950213049602721
Granulicatella	10.8609455376025	10.703551701192	10.9231162959381	0.171777981809955	1.2142878793241	0.115365984618361	0.445043104794023	0.36668428665776	0.913589330867786	0.507722438098895	0.940523161588127
Haemophilus	10.4071004318009	9.82032780551186	10.8538963977005	0.833021630792241	2.87313125218101	0.264446071777841	0.37176724469986	0.123040234481693	0.864849230110141	0.10927160238826	0.877121189701722
Rothia	9.72970943603182	9.95627886495194	9.3177948785005	-0.467215950766521	2.31079709141466	-0.186327157504081	0.419493809213187	0.335653313440955	0.914254142137884	0.282865366780423	0.922189167912588
Staphylococcus	1.11140507380313	1.62320623412194	0.704242885459968	-0.927591915578431	4.73382356989934	-0.169921251795127	0.410021553973702	0.331884734852045	0.87318132857219	0.309359782687449	0.893035563910435
Alloprevotella	8.86914239832488	8.13220519653258	9.10922367513737	0.566845294965279	4.59917243971112	0.120067734104223	0.436187400598288	0.349128715063423	0.915362422193206	0.425440571389617	0.935243287012341
Veillonella	9.94633831553912	9.99217820993348	9.91878664568535	-0.258968466853505	2.32797850159141	-0.115340886549055	0.440193966985039	0.42960619233276	0.925828646214689	0.511448793624765	0.94492238259063
Bergeyella	6.08666378717573	5.93670215094152	6.24194293893615	1.21478311956002	4.84860829061232	0.230818780099668	0.393857761309605	0.100792079922248	0.850914282407171	0.19081802858711	0.900742698805821
Leptotrichia	8.67194550405389	9.25246415741854	8.26272922734961	-0.367268701699735	4.5509106669539	-0.077301993538461	0.462574045066754	0.80712744103745	0.96989574404074	0.623302121331526	0.95300829030311
Porphyromonas	8.82530883953614	8.29090681617381	9.09156282194677	0.445698567901133	3.29974520129082	0.119651587198578	0.426185346653058	0.602400784009174	0.948670113143467	0.363548943883771	0.929446715167014
Prevotella	5.80959602946432	6.2541886753045	5.54152284762347	-0.386257667009108	4.0751746710767	-0.0824050452038722	0.459590518225372	0.773400458048774	0.968060324490148	0.564654467928028	0.949195336133059
Fusobacterium	5.58919565582575	6.27707683189251	5.19586252832046	-0.665005459798686	5.31570096050233	-0.119391332312683	0.441271553164742	0.461630207634743	0.927857580801793	0.401204194280318	0.936826149576658
Streptobacillus	2.93865615006941	2.08928169265911	3.82825664651591	1.04513030628171	6.64803598128534	0.144889863131457	0.438577587715564	0.373712678432614	0.90628133514338	0.359585963505609	0.92295093142114
Actinomyces	6.84572484909892	7.59218081986639	6.14151404323023	-1.15256164826685	3.11792285661062	-0.31240456317051	0.343750004189004	0.046694182531971	0.809834571615071	0.0462814793827803	0.829294758317567
Actinobacillus	2.03721852694613	1.8794150880419	2.21589053345982	0.779523885016071	6.98434227833523	0.103452709265492	0.447737070243802	0.530415990180839	0.931223966206997	0.526394647542459	0.943040686404981
unclassified_Neisseriaceae	0.40879634969975	0.168863891998302	0.665257676288647	0.675107236741117	4.41631835237979	0.128235043045759	0.427801725921708	0.401635809784581	0.896460425715611	0.402344605808597	0.913478735149799
Acinetobacter	0.925244634825784	0.689622170490026	1.14444782642387	0.454686869148124	4.66269770145565	0.088832186327889	0.456357759684566	0.541328519293702	0.927688201520001	0.563438704410244	0.938207567970299
Flavobacterium	1.35859123440565	1.18195490453911	1.53045788254269	0.380366705023863	4.84840893681153	0.0740149734658604	0.464439656037046	0.554849035182926	0.941011284330725	0.586098835070321	0.947057938848934
Bifidobacterium	0.214131712026178	0.199944335208669	0.228650737006147	0.0936631230711349	4.61128075311079	0.0154121766272436	0.491114701345641	0.510179451773755	0.931477450270314	0.544800735859617	0.945952202205814
unclassified_Pasteurellaceae	1.29565791060211	1.67439217045733	0.905181621022506	-0.941494287710055	5.57445031288952	-0.152945883086045	0.430263868169902	0.511870889506308	0.927065693748303	0.493512085061892	0.933745718071671
Enhydrobacter	0.618298543598227	0.743074366711419	0.508825967448046	-0.202752570378524	4.90031404300109	-0.0381983665068657	0.484913793468739	0.565057037431093	0.933436184440166	0.57829031527146	0.946738422185678
Pseudomonas	0.204746783270404	0.473408459854229	-0.0831220489219362	-0.623096933352418	4.30747316924907	-0.125996965017931	0.441271553164742	0.433806918108644	0.90391339751663	0.415189302184629	0.903331123266003
Sphingomonas	0.223847002523758	0.184550127533506	0.259715203761302	0.0298406384017635	4.54655596448034	0.00540813218914812	0.49703823378186	0.526856245252789	0.927196023331935	0.507050549306553	0.938603784367311
Lachnoanaerobaculum	2.12723551105628	2.41850571719206	1.83465214042798	-0.739569360967144	4.83301100138295	-0.132059010361524	0.435648897650194	0.47778239523854	0.914651919582724	0.438672426629214	0.932975210066105
Atopobium	1.77130807055087	1.66610666756737	1.88515141487856	0.142983038381319	4.88090625858828	0.0225090839640714	0.483836207287987	0.613749372847898	0.943695889073806	0.698051083783461	0.961730379564059
Campylobacter	2.9878751336546	2.75188666374142	3.13438749129491	0.250518703208948	4.45665032990952	0.0535146960495467	0.473599138571496	0.491048306453117	0.925932835675159	0.650535219196677	0.955355154801248
unclassified_Clostridia_UCG-014	1.48913693683599	1.52940624967478	1.46820480831163	-0.504122807406852	5.34710135689846	-0.0813846746404364	0.460958536221186	0.580061628573971	0.938215796396683	0.593843160263503	0.948271955955353
unclassified_Microbacteriaceae	-0.0426184783247177	-0.0922160600954491	0.00741873852721842	0.169259368077381	4.14740410296178	0.0296869029492551	0.482758621107246	0.476577924375729	0.926733250734823	0.477192139214848	0.930365108202769
unassigned	0.933962042974637	1.07775167860218	0.813459864998325	-0.219150168602948	4.6360756827914	-0.0379608047858857	0.476293104023073	0.613682875595267	0.94345516816383	0.635572826596899	0.953828302150846
Lautropia	0.294486863079944	0.0495112234858617	0.537741751926974	0.438754028595188	4.85467759904163	0.0796376324467641	0.457435345864806	0.451795627279721	0.91703965316652	0.458340440021947	0.93121628706336
unclassified_Candidatus_Azambacteria	-0.115711186781169	0.0553505514132304	-0.276941522442899	-0.25201355117292	4.24067905066809	-0.0576405824734062	0.470366380029753	0.538591620959486	0.934304577572662	0.518234786897112	0.940669929128573
Lactobacillus	-0.02756927394163	0.0383200970671256	-0.073185208115726	-0.166581007293194	4.27275090682281	-0.030099010157641	0.484913793468739	0.523967120800739	0.921906456261888	0.546950477167236	0.93512644983722
Massilia	-0.0726487691782651	-0.0294103376886605	-0.123221534210238	-0.0779703027426075	4.10855483482249	-0.0183679264394402	0.491114701345641	0.491665982254696	0.918878467948038	0.501080669325438	0.928755505100295
unclassified_Oxalobacteraceae	-0.132801995899064	-0.175628244028197	-0.0929501545685989	0.0755304368750425	4.12486847355876	0.0145918501792663	0.491653204294383	0.495399636768506	0.916296314899809	0.493911041098017	0.928735619435056
unclassified_Absconditabacteriales_(SR1)	0.916973562032158	0.645546272286112	1.234648375732	0.486660012771941	5.31723336677532	0.0836825205109653	0.454496500839544	0.550622395506842	0.933553398774006	0.562896274278948	0.944268717403263
Abiotrophia	0.289056716272848	0.0393210155931554	0.586871855678389	0.924732177192779	4.87825562612634	0.16274859275009	0.419181036490342	0.301182998415592	0.87288019671727	0.342042817657724	0.895558853303572
unclassified_Actinobacteria	-0.0758769883716583	-0.0556634108243266	-0.0908964775530254	-0.0466250769072545	4.26936338875579	-0.00911593669195555	0.495422724935608	0.482729656985532	0.920195154698611	0.495644858352274	0.927526834741786
Solobacterium	0.887318269109443	1.05486414252527	0.752618075590925	-0.457326875414611	5.21521266185296	-0.0848246069161987	0.463362069856628	0.537545886873065	0.929262763822167	0.54222286285533	0.940679448382407
Johnsonella	0.802375964480265	1.15493924564996	0.475842209846293	-1.06418261467967	5.20610674591794	-0.183376097894915	0.418955306265498	0.402227635856066	0.904416855327236	0.365719239036844	0.897775024268012
Ruminococcaceae_CAG-352	0.0420307920057059	-0.105594100112657	0.208372924502569	0.508239806683428	4.39662699006928	0.101511222022724	0.455280173504357	0.514991954985676	0.914002266623776	0.495707327949203	0.927394841666237
Pedobacter	0.0648794605962717	0.0974126268007041	0.0227917520244327	-0.0606024476021778	4.47767153756339	-0.0114686542772387	0.495150862186285	0.506997416649889	0.926043386390885	0.533545676190786	0.936876009302319
Kocuria	-0.0981858756945435	-0.243941357099934	0.0467878418731278	0.270425594411798	4.29898365066122	0.0530679282435893	0.472267098141282	0.453142188007499	0.908365794730991	0.460294175229275	0.916572230099575
Paracoccus	0.0108874349367589	0.0771371278600368	-0.0741720164127448	-0.179506580996684	4.29605261557856	-0.040022578072041	0.479806139422555	0.520536137844956	0.925825973205187	0.525939604100233	0.937168935746172
unclassified_Comamonadaceae	0.845472685076649	0.800170953379575	0.881091323665093	-0.0978102427597856	4.65375592192685	-0.0191857125307527	0.489762931282237	0.544454371526867	0.932834395399897	0.58316335094697	0.947516020333283
Dyadobacter	-0.093105739757152	-0.16325234282075	-0.0223356667764349	0.167526534688413	4.34382210973269	0.0344514367685049	0.479525862565097	0.510884186042347	0.925907169923766	0.527276286922156	0.937843260673124
Fluviicola	0.149267982709877	0.0802661702991605	0.189924632944587	0.0724405820122325	4.28389271617837	0.0145413403465623	0.491653204294383	0.470319541854082	0.918118739247459	0.454411321522342	0.928029099373827
Oribacterium	0.844173359601648	0.995634034637055	0.726619450402125	-0.449622372451884	4.84571495496099	-0.094643219582068	0.455573506736411	0.474722296341534	0.923159225471186	0.513889720153236	0.934528635177997
Saccharimonadales	2.29023356520157	2.08224242112444	2.46594758376564	0.105603554527944	5.10436365110273	0.0156693222654524	0.491114701345641	0.684503089629215	0.949469571516395	0.728302798897622	0.965493219978134
Capnocytophaga	0.313124334473973	0.0778058642490072	0.54454477873762	0.420675187591865	4.53228361161549	0.0839363214588157	0.457435345864806	0.563240570712945	0.930251199622019	0.524375694800966	0.940808891370266
Faecalibacterium	-0.122818809559806	-0.244116786025577	0.0102630006740725	0.258998640320874	4.20382541801873	0.0563862323768262	0.470113086346791	0.482219215212131	0.92315827470379	0.468437641665216	0.932324018705475
Rhodoferax	-0.0653533649660307	0.00161824777412711	-0.154657076731638	-0.20703941878609	4.40018346683905	-0.0323641952134338	0.481421648268638	0.496049854887055	0.919910639020701	0.521246171478387	0.93734054992476
Corynebacterium	0.306100925919996	0.155469810020444	0.44070236283047	0.308239926326666	4.70522336541718	0.0530383080299266	0.4738826069872	0.546615950175056	0.931450892803244	0.534080438354567	0.937326076080044
unclassified_Opitutaceae	0.0200753449399835	-0.0844589697510223	0.133152706224813	0.287386220526789	4.25967452070458	0.0576082948503606	0.476036618781819	0.487287454412587	0.923301544457413	0.476602283614308	0.929653422777973
Moraxella	0.152059063083517	0.364534072213731	-0.0691848601031921	-0.458170279206441	4.31997951537324	-0.0988776868800883	0.452880991994304	0.45156732019332	0.913279793306448	0.462547382667219	0.925003774889029
Cardiobacterium	0.0387079413454288	-0.196157217366843	0.279163273941737	0.380270471549058	4.21967882850958	0.0764496896648589	0.455573506736411	0.446591119659467	0.914983929393032	0.443186517887497	0.921863197031966
unclassified_Saprospiraceae	0.0960203984148693	0.222624256629126	0.012233286065662	-0.207716964499093	4.18752216581895	-0.0472181895529781	0.474137931661803	0.486894512061311	0.916531269262955	0.477243616050338	0.922198262109218
Brevundimonas	0.013911003241132	-0.090366389113818	0.13380565604323	0.20484617355266	4.22320153515958	0.0417515185873309	0.473060345481194	0.503510929991931	0.915607619696759	0.522514694454382	0.919255353086096
Flectobacillus	-0.093289630759295	-0.00818760201403812	-0.173496809689912	-0.247668534006223	4.63673570561054	-0.048374167004227	0.474421109935849	0.46981587698884	0.916211752744427	0.478133536343465	0.928649215911669
unclassified_Candidatus_Peribacteria	0.425478335356306	0.549589019371033	0.289640315885825	-0.282215791160591	4.42985522159375	-0.0529147573674039	0.469574583398181	0.516826833736665	0.921627847720266	0.506161246840022	0.933617899055583
Psychromonas	-0.162066632283461	-0.0593200786062793	-0.227176802250082	-0.216227347137674	4.21174339538672	-0.0422784755537477	0.476293104023073	0.546729204391706	0.924447537222165	0.527413498331537	0.927711463518624
unclassified_Gammaproteobacteria_Incertae_Sedis	0.0832649557847391	0.103631062256023	0.077827942263708	0.0267167422014127	4.21075723491359	0.00319923536857067	0.498115239679365	0.541355463313254	0.935744601572197	0.559361058495766	0.940395236345432
Luteolibacter	0.103960296985966	0.0814837645984676	0.112400993134132	-0.014700427056856	4.65058286255503	-0.00207812546288133	0.498115239679365	0.521009833944707	0.921925298102653	0.525809341581641	0.928086653122465
Lactococcus	-0.115639071002045	-0.165877187513937	-0.0778523720184925	0.103478497974002	4.28720415271012	0.0215303966705465	0.488146552011052	0.546301980714144	0.922552300930939	0.548953970298795	0.9291799576717
unclassified_Chitinophagales	-0.0973014408742996	-0.106819780157494	-0.0667430503900812	0.00876687531754161	4.1907074802531	0.00252449600214561	0.498653742628117	0.491280050572798	0.915059777077276	0.487215575777827	0.928758112370711
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	-0.120036395068571	-0.179473685527139	-0.0689989143595255	0.21074613585552	4.31778384688992	0.0407660644351078	0.476575121730484	0.466798426615197	0.922906702274854	0.494578503906895	0.929228546886338
Stomatobaculum	0.183196229436425	0.315766335618024	0.0496598502180756	-0.26514750896078	4.46668601084807	-0.0464681095640301	0.474137931661803	0.493323436714068	0.931373881352744	0.51896472440906	0.940424145053953
unclassified_Proteobacteria	-0.0140445066908077	0.167345770304422	-0.125362099592556	-0.268023556047297	4.32777686670855	-0.0556334175618838	0.471190092244027	0.512431143039305	0.930370604457508	0.49557612456083	0.93432751232759
Saccharimonadaceae_TM7a	0.840324013841674	1.1249525631388	0.576785261578533	-0.572754315859257	4.49655456910763	-0.107269432993399	0.448814656423778	0.44188508480181	0.911838473122118	0.433163025097532	0.920398439146898
