featureid	rab.all	rab.win.M06	rab.win.M07	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.5622954122239	14.6238499972564	14.5039691788271	-0.0988229947432266	0.734848034116693	-0.13298944645296	0.438341412390776	0.508381336418689	0.943651283190376	0.402153596483957	0.933660809990348
Gemella	10.7004661689692	10.6384525130604	10.7704301769127	0.0364656354890958	1.68126122242814	0.0122190900373652	0.492191707243126	0.763139170190651	0.968964532594888	0.837153607054691	0.981019309059799
Neisseria	7.22999746781141	6.07632400621033	8.66754220126975	2.09786469311361	6.04877688111956	0.30867335876097	0.373182555779342	0.073942189431042	0.857683669750767	0.0867721185898286	0.876179861271777
Granulicatella	10.6485324385608	10.605121184266	10.721638370325	0.172199673494589	1.76579445897471	0.0692732760305605	0.449111471355702	0.788725753604175	0.972762310733245	0.515428402564902	0.954826665287314
Haemophilus	9.83748023034511	9.62651391720687	10.0891010640134	0.443202657923092	4.0796187844855	0.0888724386936249	0.434571891754041	0.421229492390158	0.944162520667499	0.428726482203009	0.948219601038452
Rothia	9.99316882091463	10.1196309533662	9.8687364816832	-0.163978646196315	3.00957938942649	-0.0498117198878432	0.477113624679153	0.904967384576078	0.982992710909333	0.778172354424809	0.972405142561713
Staphylococcus	1.76852634798814	1.47456941119382	2.05880142489372	0.597615951984124	4.9833189530489	0.103064593342127	0.444264944820998	0.517159790776188	0.944535444568318	0.493577928905964	0.950319530305731
Alloprevotella	7.61703554689666	7.39628117018087	7.98576236465491	0.564599873460844	5.54313294473328	0.0915753179004423	0.452342489045907	0.504872723424352	0.948278594976667	0.517875858093146	0.953177135268372
Veillonella	9.83365159372429	10.214830467868	9.47494351659891	-0.362948671152836	2.60443909649032	-0.117919356454247	0.436187400598288	0.635284123945631	0.959796672638714	0.399377058446337	0.944508990169808
Bergeyella	5.17104077179398	4.9808397675	5.36015862722487	0.771738342746619	5.80519843427376	0.11997576170211	0.443187938924502	0.478537245098073	0.946775746851982	0.508273206776187	0.952938094656135
Leptotrichia	5.31976605603478	3.73766870768294	6.42221560627794	1.41449703655363	7.13894187719544	0.194600736300502	0.409800756157173	0.252229640849769	0.916155588315859	0.277696863915164	0.934458681719858
Porphyromonas	7.80608949822519	7.26799845218609	8.14662563268742	0.0687696964048579	5.22787474647669	0.0141037879962309	0.492456896734244	0.796565377524495	0.972391559954747	0.881139624409106	0.983112564469111
Prevotella	5.13044351431739	4.73620208017258	5.43699755991596	0.585420391424413	5.09373253973881	0.107515696338476	0.441271553164742	0.414441534075423	0.933991740221666	0.438957051257418	0.947385104181468
Fusobacterium	4.04736951207537	3.49293030479344	4.58090883279853	0.917660613260431	5.65245763791682	0.138679770476641	0.433728449907738	0.438596126365183	0.935440828820594	0.402909471878016	0.942243377255084
Streptobacillus	1.93739559053886	1.51404105145854	2.3388403216841	0.762205871394198	6.59535083930468	0.106377999021346	0.45341949494271	0.602785886262058	0.952068465669966	0.591672029476277	0.953067568078743
Actinomyces	6.61649538880038	6.78136212026523	6.54786064296823	-0.402566040801318	3.78890188713441	-0.109008376521055	0.444264944820998	0.52552392497435	0.951124429824492	0.583751898645371	0.956977842759128
Actinobacillus	0.622861354216588	0.893630424664148	0.378814158114278	-0.541047093147363	5.6896691439098	-0.0860085557681147	0.453663794234101	0.565219500045517	0.943843436200783	0.519397357630363	0.9376089472423
unclassified_Neisseriaceae	0.171317086267768	0.12375762928859	0.202641272279782	0.133757109498676	4.2452178935392	0.026719539259396	0.485452586559118	0.515411947167902	0.942513809666215	0.52114564607033	0.941574078297139
Acinetobacter	1.0890186827348	1.35359642314965	0.833181087448287	-0.38390327081621	5.0206716678628	-0.0678215144954447	0.463112548015289	0.597815871727963	0.953996812409117	0.551268330367444	0.949859092126896
Flavobacterium	0.983857906534015	1.69149644443777	0.410723755232087	-1.33893380950918	4.5813965912396	-0.254346891967197	0.366918106913192	0.243173948067875	0.872773056811759	0.169142240332187	0.829547423367873
Bifidobacterium	0.442057537022155	0.30107876690696	0.612392700806994	0.375935783634168	4.87807728748339	0.0658166994186815	0.466594828397952	0.57244768959522	0.949781769678738	0.551481625030403	0.947033988390133
unclassified_Pasteurellaceae	1.56868059390639	1.48578802051838	1.65250430698759	0.344209049171692	5.71785072035104	0.0523679684730293	0.473060345481194	0.589969337009485	0.950012714553263	0.599155669323554	0.952934243493724
Enhydrobacter	0.650153837869277	0.788969224876383	0.505983552468049	-0.183094322930101	4.80080752550007	-0.0314117489637261	0.483575660063459	0.51736146431842	0.938229791669608	0.552862087695875	0.948255314025258
Pseudomonas	0.0413840185771237	-0.0267416743147688	0.0978827306307002	-0.0562570204559965	4.40812937035065	-0.0121682901947653	0.493268713140615	0.541129221151357	0.949391866918878	0.552636751457166	0.949665279928064
Sphingomonas	-0.143048732529398	-0.0697888091231231	-0.222030905740922	-0.268289678288223	4.15034782404307	-0.0548296373019845	0.471443966210315	0.519326553497541	0.925968114492068	0.527955650395563	0.933688502516654
Lachnoanaerobaculum	1.70976490214083	1.84105161703059	1.61008165122676	-0.175148569596614	5.03027867012836	-0.0305152567716498	0.485729671858323	0.660769315631985	0.960756004105217	0.69363467959896	0.96657163876267
Atopobium	0.863218241644601	0.838080015632442	0.899262639396139	0.0949338950209082	4.90832760417859	0.0210786756281304	0.491379310553437	0.587525285217376	0.953721472650975	0.597238870028144	0.95812159850505
Campylobacter	1.91532914854217	1.88616830168444	1.96492375250554	0.175796536525106	4.76306467404275	0.0347159314334291	0.483297414197616	0.63915124215709	0.959170897810832	0.690054953802419	0.968087601477425
