featureid	rab.all	rab.win.M02	rab.win.M03	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	15.1213716347237	15.1934562790519	15.0541670252833	-0.110827431900606	0.616940776010475	-0.156575672917869	0.422186323951847	0.621408593391665	0.959251477753958	0.404095498260949	0.934244075295331
Gemella	10.926748119793	10.91078315627	10.9375255016208	-0.00769679584668737	2.53624223043062	-0.00264644410286762	0.496499730833109	0.899637858802488	0.98620984242991	0.928976072798427	0.991557052698651
Neisseria	3.07493151600466	2.62975962119408	3.85793246678013	1.28669611574969	6.1245219397927	0.191230176668516	0.410339259104592	0.319028813738408	0.912671508094298	0.31115528212426	0.916540978241012
Granulicatella	5.0823248408058	3.81016078470188	6.06411958558068	2.46693974840324	5.90350544140501	0.377586144925041	0.325969832376593	0.0467745284907837	0.791200454723748	0.0327969805299009	0.769545896410151
Haemophilus	6.01315394952738	5.34063051833235	6.57149986815644	1.41192445275493	5.93036639121377	0.227810899575725	0.39170258895573	0.144656204210316	0.877551820752423	0.160834889675884	0.892496784536059
Rothia	10.1631748828547	9.74052145053951	10.5263451435351	0.439015731468487	3.61446269522707	0.10571562664883	0.441033927131631	0.254098253156808	0.913215029850669	0.490310410854808	0.957739712293374
Staphylococcus	3.18188595666721	3.24269275997023	3.12111350219876	0.0275027309864377	6.36061409800481	0.00338151446571991	0.497306034547931	0.673763792227615	0.963328211418232	0.751641995858165	0.976088168840706
Alloprevotella	1.72616352251252	1.05978296047493	2.60924291100082	1.8471189416225	5.64344893971307	0.297816011482207	0.368874532212639	0.139992020431437	0.810430956792477	0.139725762436252	0.819271342860277
Veillonella	6.58996887801617	6.19751715707769	7.33094629931051	1.0402799855267	5.50797895217812	0.165479528835038	0.413031773841937	0.39522569436839	0.925767328969076	0.275437017070945	0.926801665565016
Bergeyella	4.80981856737034	4.63998233335247	5.10437021668428	0.780914578221564	4.60231580708691	0.137277913713585	0.420258622669065	0.358960083440833	0.919129002856904	0.338518263539692	0.930860572240856
