featureid	rab.all	rab.win.M11	rab.win.M12	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.2251057341582	14.2961387135927	14.1660385399913	-0.106229190996631	0.802349856799797	-0.121922173860916	0.440625001361406	0.704228877828999	0.968226122682348	0.52050403077038	0.950394408375208
Gemella	10.9620702580202	10.8402350466653	11.0567797080342	0.274023018979706	1.23624819593348	0.20231835694259	0.401041668994879	0.153664716597082	0.884240532187086	0.184190155312205	0.888271460280281
Neisseria	10.7245224817115	10.5684503668854	10.7870146468444	0.00818167209561071	1.78025333608121	0.00666635212355158	0.497136907925146	0.797259125684986	0.975687138568498	0.842558758460376	0.982946902876868
Granulicatella	10.7331883986303	10.776484456546	10.7003190460738	-0.0552749323505095	1.08708840612472	-0.0455622077047229	0.478125000495446	0.802233529953498	0.975813007790048	0.801602978398185	0.977938509052816
Haemophilus	10.4744459332914	10.2210931632802	10.7664563913099	0.498121518578195	1.81249870167484	0.259569527689793	0.378448727539882	0.140644107973876	0.878386229383687	0.114529260128184	0.86685832518224
Rothia	10.0095465474051	10.0639158936224	9.94231796735883	-0.153686690721442	1.89479636586122	-0.0629064118247387	0.467187500744955	0.777150006228137	0.973647933554056	0.654163372044914	0.966415630795038
Staphylococcus	1.32506188739541	1.41296774668428	1.21464910676597	-0.0446482448619747	5.3729317417192	-0.00750782369446444	0.497916666713763	0.615301412307989	0.952162306202933	0.627748952171434	0.959941032178654
Alloprevotella	8.5337762207636	8.40963004075774	8.63059128241323	0.33782703947651	3.84983431286301	0.0703703404972374	0.461218116445886	0.431445249936466	0.943921863632863	0.59634429714497	0.96334110238344
Veillonella	9.3044158705922	9.53810154314418	9.18738705200255	-0.37685775665499	1.94531707789142	-0.177436001631785	0.416449767687941	0.47526087359615	0.950476738190792	0.309414632559516	0.93171672957839
Bergeyella	6.57384056342415	6.30905820861297	6.81852091124667	0.318799960657159	4.20961607396478	0.0682008286636199	0.459895834245783	0.797191988378344	0.977064557103839	0.558129690377048	0.95880433057875
Leptotrichia	8.4045412800869	9.06860439391516	8.19262946505208	-0.417647453904923	2.80456583798746	-0.142434958618585	0.448724623762611	0.578707463000271	0.960529605079261	0.48258926674319	0.952210883337296
Porphyromonas	8.59908568217898	8.23420792298304	9.27232474444346	0.711356930065423	2.38817919191474	0.239079340632514	0.388339409212968	0.0623314295650538	0.838481586189283	0.147234299949857	0.879324413097832
Prevotella	6.53374096893853	6.26172779267639	6.79202073486589	0.363837400334811	3.33566012014073	0.0889396804034078	0.446875001214635	0.386994453811891	0.932234603052036	0.506757599604834	0.95570706234855
Fusobacterium	8.04929212349096	7.87657623041142	8.2804430890638	0.259665967221199	4.04601499272065	0.0532610994958065	0.463020834173868	0.806735043761521	0.977314069872454	0.647944682273425	0.965449538451149
Streptobacillus	5.40649178353628	4.64524646208232	6.14222449164036	1.67541078221894	5.74725711080172	0.270144179059261	0.376562502971484	0.12993327932673	0.871053323531388	0.117747396379263	0.867880436882149
Actinomyces	6.71529100117972	6.8866833016158	6.48435742197621	-0.08681742405162	3.79658268424106	-0.0183078430733239	0.487246226212192	0.682119979704818	0.967376305809293	0.804463270100399	0.979469361358527
Actinobacillus	6.91888969602722	6.03466312334206	7.37914824943955	0.646811117594827	6.72406871848014	0.0969425970105596	0.439583334719326	0.581724237694041	0.955180757928765	0.435416734756325	0.945583775545563
unclassified_Neisseriaceae	0.946755110578697	0.278174772893408	1.79597099391215	1.89965411828023	5.52997647533983	0.306708388539294	0.358333336815321	0.139442723767065	0.813957033638906	0.124329884679182	0.792547278988609
Acinetobacter	1.19242759845647	0.903227843405763	1.51945305787327	0.732234182972857	5.555609064385	0.121668268405101	0.445601250592449	0.535484612540458	0.942612810173086	0.494863198601302	0.936526625481173
Flavobacterium	2.21406877310051	2.31161544331968	2.08002015292521	-0.555351476199716	5.44154778652088	-0.0911684225853492	0.455491932298901	0.56407210658708	0.950253544223088	0.592731847312731	0.956741183745504
Bifidobacterium	0.149233176504908	0.126730088723803	0.166649969054422	0.103764857825768	4.60378048577141	0.0199720252995168	0.488287350603007	0.540433800037682	0.939182307600051	0.546532795316068	0.939751574085097
unclassified_Pasteurellaceae	2.16970071296338	1.53501097802425	2.93307727119789	0.782980132618862	5.50157495441509	0.116220851924911	0.451327434737962	0.558682076764008	0.947348235791513	0.553715808590534	0.956847520661812
Enhydrobacter	1.11733012645105	0.797648227808948	1.47758985529895	0.701138968139742	4.70684607256332	0.144461982001976	0.429984384746506	0.419396866842796	0.924674974945256	0.414325244442262	0.915180084960161
Pseudomonas	0.584496473363326	0.428608223798492	0.781032776253851	0.543179895851455	5.0543790244147	0.0839358180431218	0.452604167747793	0.580765392817527	0.946526800854968	0.546694879078175	0.941660437381348
Sphingomonas	0.305406945795161	0.381705640927136	0.234121955908645	-0.0412846863961533	4.47546637737672	-0.0073206492487234	0.495575221338867	0.550823159247539	0.944817375562436	0.550061496513132	0.94636833885425
Scardovia	-0.0960121142648775	-0.113776022563057	-0.0925202696835443	0.00982183440332385	4.21460596866652	0.00204535706187776	0.498958333356881	0.509320584504913	0.938076201921658	0.520326110329147	0.945884822029868
Lachnoanaerobaculum	4.35563917188495	4.07492477682237	4.61229657209204	0.513056938535144	4.42770634918293	0.0965580155722567	0.436751693278678	0.456779919234726	0.935895207583454	0.412738941104275	0.94056667220433
Atopobium	1.55662129984188	1.49700528291242	1.59563094083924	-0.0119289063384924	4.81345107908771	-0.00154951869689259	0.499219156706857	0.612013033556574	0.955310171695059	0.667170953974994	0.964292025127772
Campylobacter	3.56221834424071	3.7369559116952	3.22772844767729	-0.404959886672153	4.19359950401624	-0.0758262666036116	0.450000001141697	0.523146442282749	0.946024902544301	0.580633005429787	0.960512923748244
unclassified_Clostridia_UCG-014	3.20203524364919	2.92059868764108	3.57908041557692	0.631519958952715	5.59867479691894	0.103544148162718	0.447683499372525	0.572717919002825	0.950468004290626	0.485878781339181	0.947577632596603
unclassified_Microbacteriaceae	-0.024934576253707	-0.0684740947352971	0.0230260538738136	0.11046678127939	4.19083290142158	0.0236337315159105	0.489328474993828	0.49615511383628	0.936108303664858	0.501603660948275	0.943743421050694
