featureid	rab.all	rab.win.M09	rab.win.M10	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Streptococcus	14.2742646338449	14.3135090405012	14.2274401675498	-0.116218242065854	0.78818110476105	-0.139565413850439	0.439956921235257	0.334879855048049	0.885908221091874	0.43000763383702	0.908960856655179
Gemella	10.8741525995718	11.1209031042274	10.6822213336564	-0.429137742819494	1.1167949331291	-0.353531354478158	0.344641899685914	0.0740671835245643	0.805843495149924	0.0400289340267232	0.744800039793609
Neisseria	10.1259136666929	9.76703696199199	10.441437322731	0.5668239628277	2.79338562799379	0.176755577428381	0.409482760884635	0.117579435560409	0.829417322576596	0.290803185648071	0.893018417309917
Granulicatella	10.8523317061951	10.9835336730895	10.7173967600613	-0.22636480445211	0.890372279168421	-0.220668213442302	0.394722673636784	0.285423939874123	0.880161181833158	0.189767119324133	0.85195358544971
Haemophilus	10.6053245531113	10.9382755289032	10.1046739401007	-0.647588995578229	2.4753831740226	-0.233004069337682	0.390625002778921	0.263636691803804	0.879358983994918	0.147698249544855	0.85045900365431
Rothia	9.72972052906159	9.36435934914983	10.0071749152994	0.538903269457671	2.53141155006646	0.186615453828041	0.413570276789455	0.33451297370397	0.894247155136092	0.310238230610575	0.896999462980965
Staphylococcus	1.07411895182057	0.781371698526977	1.46231553617172	0.746362616363279	4.722579958582	0.1440597966993	0.432112070638673	0.42660571528179	0.894918491720629	0.388758436849518	0.891295631380038
Alloprevotella	9.27750393696147	9.20368177825205	9.34893520898123	0.42691555249312	3.32536614058096	0.107312314394688	0.43726440649451	0.251228910932926	0.874751854726595	0.378654846096255	0.911774385216708
Veillonella	9.90611072079757	10.0019637612038	9.80200305999736	-0.00432330057699559	2.04390345365616	-0.00282145831715564	0.498383620728758	0.67467090923445	0.950512110881308	0.883683088950275	0.982542326774358
Bergeyella	6.72040030130056	6.32591738642866	6.96670286860975	0.0757355929543087	4.30944388094547	0.0171732639575329	0.49191810364384	0.683101604609952	0.949922365838704	0.868767012774239	0.979840808793717
Leptotrichia	8.8190843368018	8.30115490690385	9.18766358507125	0.62505824112184	3.75194843631288	0.150589847297586	0.420258622669065	0.281625172375022	0.881327207913903	0.295186388996984	0.892985282359996
Porphyromonas	8.95404968733038	9.17524312470841	8.47086938964238	-0.186762899742828	3.31454431821946	-0.0446132811732143	0.471190092244027	0.679848742208826	0.948187952583653	0.674224436424872	0.956955087208731
Prevotella	6.58938718798074	5.61771262281141	7.26435639093698	1.24688981527156	3.48622348580512	0.296550297985072	0.359181479194232	0.18728180896524	0.846371814325625	0.0628938562380303	0.789784777557836
Fusobacterium	6.14783707618433	5.2573750918676	6.71073030707128	1.9061421955226	6.03690973439272	0.292732009846438	0.361530176041841	0.189733445749818	0.839757186187431	0.0637224084316459	0.790680395924166
Streptobacillus	4.09507331854553	3.9024636857566	4.49900294725636	0.0720588167343559	6.56591742799629	0.0111197298570339	0.494612069095875	0.702248624618898	0.950021273763715	0.794646883713622	0.971392992003339
Actinomyces	6.45818662257875	6.22762675790654	6.84108900376861	0.681417897723386	3.18386022990674	0.201665183517958	0.412715519419292	0.116756296971152	0.826889138170893	0.205888639418615	0.873879885084172
Actinobacillus	3.55512979872011	2.36879783752775	4.54210398124364	0.694646238189985	7.04924701254082	0.099863524435748	0.455573506736411	0.507725320618191	0.916242214965738	0.511477329128987	0.926611089352179
unclassified_Neisseriaceae	0.531174364356666	0.720601276874968	0.363455498884862	-0.42717639039845	4.81872808638335	-0.0729346199956945	0.457189015581767	0.517497485933819	0.91551591975943	0.537230838144355	0.927015978472878
