featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.552954315162	11.6315909995723	11.5371961925649	-0.108632835497088	1.30376332322341	-0.0484965522321249	0.451713435057415	0.582564561546579	0.845229464965582	0.738543442907667	0.932911546082963
Escherichia-Shigella	9.06512534039789	8.89660983517061	9.1325572771014	0.143692935789736	5.5923121764259	0.0258564926624482	0.489096582030921	0.192538085206033	0.699812474887129	0.942397293798156	0.983011363385634
Bacteroides	1.82422169729245	2.46291835679625	1.60865493377471	-0.769161681767435	7.72904126718363	-0.114317139665499	0.436137124155942	0.699165797787603	0.887481798628541	0.653289532545998	0.911716536476201
Enterococcus	4.61073964403451	9.53907113177014	4.45355670155961	-2.27545897790135	6.38058486318728	-0.423128934902336	0.325000162295924	0.246965936038547	0.72187312803628	0.260659945897015	0.782862546479903
[Ruminococcus]_gnavus_group	0.769852376933022	0.991697770267875	0.751399660955234	-1.0065657132976	7.83315487298543	-0.202902745158251	0.423676075659681	0.545664919332174	0.829645892959485	0.634674461075323	0.902229176283273
Streptococcus	8.94427336666385	8.02265676319996	9.20954459407064	1.1029932601247	2.4337652607926	0.481428150720104	0.293750202261858	0.226172756168908	0.710011479031227	0.198887020546503	0.744602801443708
Staphylococcus	3.60758008822937	1.77498564242052	4.23873269562127	2.86538541678901	3.20818030123379	0.721632124915643	0.196262071551004	0.085040675707006	0.561862955242778	0.0568577375689445	0.537882192239391
unclassified_Enterobacteriaceae	6.75208289320993	6.97601454389496	6.54006176262691	-2.02325000880208	6.82044806076084	-0.273302232270339	0.436137124155942	0.33203217684092	0.755660558857754	0.79656974969475	0.955018809312677
Veillonella	7.47401794297892	4.13905198097076	7.5719541623956	1.82448554662318	5.42810756849266	0.35908416515918	0.353125130814522	0.395126495833762	0.773244468726529	0.369129326133636	0.830762844039992
Haemophilus	2.1970691518775	1.45353794587162	2.66533753391607	2.41204369551392	5.96381907088307	0.351539782797846	0.359375124270413	0.246021396525188	0.711104051741071	0.420026459412235	0.829201687226458
Clostridium_sensu_stricto_1	2.93048533503915	5.65606394238069	1.96982452006254	-2.61513101636184	7.14361149596478	-0.301836791127692	0.395638717528756	0.379473765336596	0.768351450309133	0.492264141509831	0.870527579486634
Erysipelatoclostridium	-0.0507581476737551	-1.32302478777292	0.253076611568774	2.40308092345872	6.3850893693137	0.350847623963286	0.327102962556999	0.185648598098307	0.640300786695321	0.311032824933687	0.730131036192548
Lactobacillus	4.2052398520629	7.09149823528814	3.81412824062372	-1.79185099108346	6.74445310905949	-0.227940217579513	0.375000108506502	0.474708033138609	0.802296475034187	0.382482448107448	0.829389045379159
Lachnoclostridium	-0.545606255303772	-0.697413474274952	-0.503276543341733	0.214544074426185	5.03223678679174	0.0316675153329596	0.468750025530958	0.527071052228901	0.814806535010233	0.604581780767126	0.886219583515223
Megasphaera	-0.509114404408641	-0.189883044745366	-0.580996089844083	-0.376303702638885	4.13629970588422	-0.0650063954092838	0.467289746193881	0.508578965878618	0.792614585942716	0.542416569302345	0.861775200832263
Sutterella	-0.357093695464365	-1.32415138817951	-0.156210636640788	1.60197624025707	5.14203795727095	0.319831845690494	0.328125158614043	0.325142436340126	0.705889116067023	0.411965285672182	0.790016984968655
