featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.3252583617337	11.1181668076732	11.4309514784944	0.111127660374674	1.45848124937369	0.0934557402131002	0.468750007879944	0.802941557882089	0.953991810667005	0.782631538251853	0.960932889986286
Escherichia-Shigella	9.08174525645278	9.19842801133368	8.8920576652329	-0.106288148877802	2.4936442770627	-0.0358625017166138	0.488734838176426	0.607144163727175	0.923826848778963	0.902537526035933	0.977946059088164
Bacteroides	4.13204482796242	5.79138117048861	3.69862645605509	-0.335511464122958	9.37199451897207	-0.0435349923244	0.466204514563806	0.742216151281167	0.9411682102795	0.758923347548254	0.952205443921392
Enterococcus	6.91103054951273	5.57298239389418	7.10587325418129	0.800609243819572	3.05694382096287	0.210558146644561	0.38020836525404	0.695124007573282	0.936466551581223	0.311343697687869	0.8662562161097
[Ruminococcus]_gnavus_group	6.90807610379006	7.39641596289244	6.76014335255235	-0.698513929522615	6.42391970413928	-0.0889762256215183	0.449652790553186	0.653452838498752	0.92999689475237	0.666017276545294	0.946104358921753
Streptococcus	7.43935604346853	7.02180950601732	7.83999030684844	0.497749651551774	2.60064999936939	0.175736205257119	0.425347241400525	0.603657582131506	0.928485346220566	0.525363310477628	0.918232599825163
Staphylococcus	0.388674623138921	-0.00334464551850377	0.637233982508965	0.543880932528465	4.64822648647839	0.116134866752233	0.449652790553186	0.553494189270061	0.907084133222508	0.546157615029898	0.900234654736131
unclassified_Enterobacteriaceae	5.40147026451896	4.59386152567107	5.59622939320253	1.51551429887686	3.97308098498113	0.316449831781737	0.333333380428293	0.212545416148384	0.804825801881863	0.178791566847695	0.806751037252931
Veillonella	9.98597669068881	9.38736054695165	10.1637691712991	0.483866466204836	2.49666321792026	0.15694497140757	0.391681137633125	0.815627371595203	0.956429357454696	0.400472093498705	0.892040798892548
Haemophilus	3.67820925119459	4.11927673065136	3.44446741427571	-0.468864336031467	4.11186236308364	-0.0997534438788691	0.444444458572938	0.466635595984756	0.897905375026612	0.557229887023271	0.921863966887261
Clostridium_sensu_stricto_1	7.0376271230943	7.33971543226219	6.96757261701514	-1.18132088866761	4.35783065302792	-0.269527455421638	0.396880442902355	0.326623975907599	0.866222752353638	0.375051726758998	0.890182581817619
Erysipelatoclostridium	5.37315536184616	5.51204273439394	5.29059109786274	0.355769624494325	6.74733224724757	0.0568390018623516	0.463541675872972	0.751682279987139	0.945262940098265	0.740119336092443	0.955793856831572
Lactobacillus	6.46647469189216	0.932769362237607	8.44923505703178	5.17755072496964	7.08597714244927	0.736971674941165	0.215277883610205	0.0225528110037489	0.505738383225943	0.0130392845535274	0.368082138884019
Lachnoclostridium	2.3033380755099	3.79296242669025	1.66481940351627	-2.10098861333508	7.35925693307257	-0.260710433103956	0.384748730639822	0.38814543194678	0.851675951900675	0.382833991658017	0.866996528208686
Megasphaera	3.15628021126959	1.63725194637364	5.27900320260662	2.46219811590989	5.83961066611427	0.368399180617141	0.331022578078507	0.241386475814935	0.801521880529708	0.198996141133978	0.799252227156094
Sutterella	0.470891417470765	-0.186963068721751	0.918221399519725	1.56156406696768	6.03996124626441	0.236401186730573	0.395147341143732	0.318255571169164	0.816085927893005	0.414337123396344	0.85154223329289
Intestinibacter	4.02283310995711	5.55813569230592	2.48805291786838	-2.75405743214095	4.20394143281756	-0.592815401331321	0.195840675447039	0.0572665165760462	0.427608638697236	0.011453689676141	0.327655756378572
Parabacteroides	0.328007273231822	-0.0450757351089202	0.492513576132692	0.427667402016825	6.34706438701008	0.0711441718052411	0.465277786541333	0.676822939263683	0.93471995703331	0.649920382902954	0.934558955296525
unclassified_Erysipelotrichaceae	0.626312939603484	0.683837894037604	0.579541728740116	-0.152748506113806	6.18685710657957	-0.0255114080203039	0.492201041813933	0.653390331084095	0.924275507810918	0.676204112760053	0.937864369415302
Tyzzerella	0.101332716035635	0.615262396794632	-0.0880187551307454	-1.47062193673497	6.13865058945391	-0.234197874233325	0.400346646426004	0.415258045097092	0.848950449209566	0.453058211934243	0.868847666214855
Flavonifractor	1.84520409734638	0.725235408624892	2.34169187565184	1.19490548101043	5.98528985015661	0.196312829406944	0.407279053497635	0.538320233606376	0.900214259032391	0.518736379188028	0.905333660930684
Gemella	1.33235359193916	1.33298835612153	1.3307472997361	0.154703945711192	4.04572641419666	0.0324462099541946	0.48180243090411	0.555803875983464	0.897698118968575	0.625413085633757	0.923582866822167
Romboutsia	1.21158702793475	1.4258317529748	1.14449953787738	-1.42502714837364	5.66640931682134	-0.250298708975141	0.416666688195798	0.458615448147325	0.859955934956758	0.552879535975019	0.901090204797046
Sellimonas	-0.033296446949052	-0.0158534526054792	-0.0448067248648272	-0.366778381761609	6.14326437128306	-0.0521995282698875	0.462738310938608	0.600535827256849	0.906165671638916	0.588139597159462	0.908925201321959
