featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.2573052377603	11.3060009595861	11.192041818167	-0.125691311818238	1.16994829715181	-0.0930140624347371	0.443288246599232	0.63503560891461	0.932823039552675	0.633070574793067	0.928765802584008
Escherichia-Shigella	5.7628987518378	5.46016932623072	6.58671603650472	0.862192766685463	2.76725762145293	0.296457791230727	0.379812706619333	0.301377988377225	0.841345188491117	0.279008537063544	0.842214042441784
Bacteroides	9.48242755787177	9.81605557677043	9.31373764209465	-0.826622414075707	4.19274891938969	-0.174792203768812	0.368366297882108	0.345282735970471	0.859325238563094	0.260878438731486	0.842220504020421
Enterococcus	3.46405191914658	1.84533587402938	4.68999323717126	2.90438910763912	5.04067642389171	0.495973260609083	0.27812502498172	0.0724382485624025	0.54825247271265	0.0410567391903893	0.507141075065795
[Ruminococcus]_gnavus_group	8.23566168476814	8.30001567029523	8.07357215047844	-0.269117468663314	2.69832166165037	-0.0921219948628461	0.460978151305436	0.749032921972626	0.953122470628196	0.748768879193981	0.953099801794511
Streptococcus	8.47972503651889	8.70352117361831	8.41224895171139	-0.266292373759802	2.05167421493506	-0.114393746018485	0.447450577115223	0.855574525367524	0.970931724508273	0.670931545764463	0.942542689738623
Staphylococcus	-0.28861486041725	-0.42816574641221	-0.140574317669286	0.11179141313781	4.80148368544543	0.0202113426176459	0.489583334275642	0.572165551126815	0.90043515724709	0.61860438913106	0.91867189087485
unclassified_Enterobacteriaceae	4.45694274749385	4.02159385510692	4.83435459382137	0.654779925596476	3.00935682351602	0.164265037133133	0.393340280634716	0.680745080261092	0.940246885525656	0.358688771100776	0.859081339998426
Veillonella	8.23995290957023	8.07178353199418	8.4480028576134	0.371558907357298	3.35600261364594	0.108111755777598	0.433923002946649	0.42364258636071	0.885357183751118	0.59473467479689	0.926379050395376
Haemophilus	5.58738389365825	5.34326856399592	5.86537794079354	0.463235387774946	4.45304619345118	0.0994879122474938	0.452083337706235	0.762260686544266	0.954208986029377	0.663409490873436	0.940814354611921
Clostridium_sensu_stricto_1	6.28706469893061	6.34894356870686	6.24963291074177	-0.120916572051271	3.43984085945873	-0.030803833961347	0.48333333484205	0.861765605363207	0.969049026603537	0.80722776531787	0.961690484545265
Erysipelatoclostridium	5.66839135252452	5.78828498935714	5.45421092535553	-0.0166172557853188	3.49801487522157	-0.00601780207496891	0.496357960786511	0.760442295455279	0.952493515824034	0.879581075247013	0.974016047005253
Lactobacillus	4.22945886880124	3.34373927040058	5.14336735872213	2.86660290928212	6.83906131339447	0.376925833168649	0.331250017220278	0.212863942006774	0.766693686131483	0.132713997164053	0.742921892232811
Lachnoclostridium	4.96780791764842	6.42683494740688	1.10581527826502	-4.76039675391598	5.31828877400676	-0.803923366662921	0.140625067223005	0.00641355012663754	0.205765207513725	0.000706661290581489	0.0683324163739961
Megasphaera	1.68367986737142	-0.474836372134282	6.5807766872686	5.8856540750268	7.13681061725818	0.747679230822816	0.213541705225062	0.0139923477782668	0.302827465364488	0.0107530206170457	0.25845629352677
Sutterella	1.56508124488127	0.468653941809858	2.7951152527903	2.99644759302139	5.51448527172799	0.481177925535954	0.284375023951803	0.0915490937383541	0.557200361799827	0.0718753886166437	0.552683526207709
Intestinibacter	5.63936644686106	5.71679680109584	5.51091454947098	-0.343732029199801	3.03365940581089	-0.0927760216370835	0.445369411856961	0.504059151444982	0.901700584114655	0.635056856407967	0.934811719132918
Parabacteroides	0.895220210688018	0.941805434333242	0.864100322729155	0.100313417251235	6.66878357615407	0.0123036666065775	0.494791667137668	0.679570592301627	0.936266738469601	0.745319789634337	0.953637098186884
