featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.4745299940556	11.4517173170216	11.4820790118452	0.000602794145404317	1.03349357857146	0.000301825295725965	0.5	0.749739037353468	0.940416859894344	0.770043673599708	0.96155671223954
Escherichia-Shigella	9.48096251010141	9.43755462005975	9.49604308729526	0.367905523814765	3.06129974955302	0.090535984051625	0.433021862011067	0.598028109660927	0.916353639455303	0.633885700426649	0.949082363949699
Bacteroides	3.93353375705649	4.07246310245067	3.86729567030243	0.556173373838021	7.91367959942958	0.065255008394298	0.468750025530958	0.793592604384229	0.948472625772746	0.851773565674428	0.972358298671182
Enterococcus	6.6109777482619	6.52568768931481	6.62899451237275	-0.671342421456782	3.04730732859183	-0.196716502732173	0.406250079073589	0.228127817864664	0.854512702644155	0.595476243105553	0.945902445192785
[Ruminococcus]_gnavus_group	3.82052713241151	6.66267695734351	3.61320663162209	-2.36933960426058	7.26133085814644	-0.304470262093799	0.367601361255621	0.317538196731873	0.873033771708028	0.377073048678652	0.916305293770986
Streptococcus	8.3337512847716	7.33752944671964	8.42204412853363	0.836847694094478	2.66912265385677	0.293720164830579	0.404984503397468	0.453798125543251	0.896495309277805	0.569489946914516	0.944283331890248
Staphylococcus	1.34676632306179	-1.24018062180514	1.76221059124686	3.10236598292942	3.76969477325692	0.720786975714991	0.18691630435799	0.119071597018505	0.69385185175609	0.0641190107784935	0.607111424776252
unclassified_Enterobacteriaceae	5.57041134240931	5.4733297921775	5.6021533561026	0.111818306756138	2.67592458840055	0.0391933730430452	0.485981319757566	0.700590460005764	0.933683832887817	0.805639652891808	0.968014112441558
Veillonella	9.92036520353902	8.84226182549427	10.1645969933774	1.1256793969679	2.40974636446533	0.416563554810287	0.337500147859933	0.367158588959055	0.885180674637994	0.272410350265954	0.903667809070383
Haemophilus	3.30762391101988	6.53804240441451	3.06500428608459	-2.02980362119463	6.34730859237506	-0.312941668937182	0.336448746248785	0.319856133272466	0.86616004516675	0.354812034230138	0.918042429913058
Clostridium_sensu_stricto_1	7.48965308650778	8.09549189844771	7.37471496142045	-0.632769367606106	4.36271064307114	-0.1318201596398	0.414330289448337	0.425524757980015	0.886666244630484	0.660861976864132	0.953001731667691
Erysipelatoclostridium	2.85258264100054	3.34093675302706	2.54438084477427	0.272306668924274	6.90671536071503	0.0314352681173277	0.487500010178853	0.744645570353058	0.937375371691175	0.817336090234797	0.967721397006654
Lactobacillus	5.30431020829954	4.81030035138741	5.43766041179663	0.593191984523102	4.84140371639801	0.0976732495353206	0.451713435057415	0.723058614009262	0.93877455280918	0.822910855507838	0.969890585711234
Lachnoclostridium	0.992039211713205	5.36587356115694	0.654466146709265	-2.82605237670311	7.08217764285345	-0.388083348942633	0.340625144367031	0.337706133065876	0.859482878178942	0.306800239989895	0.891588111945136
Megasphaera	0.149213553508391	-1.04721901897795	0.442973511775203	2.11293753917333	5.74631199700273	0.380178650906782	0.330218223740164	0.243077890708073	0.803093440121601	0.347231761294261	0.875847817377014
Sutterella	0.360691453425919	-1.07113130643347	0.784350432685328	2.58242217337608	5.65731778047514	0.446308992555222	0.309375181513484	0.200460330663002	0.765971290682643	0.300593593427645	0.839237339002927
Intestinibacter	3.01716828942595	4.06573680479803	2.63307478908603	-0.770179844846567	4.44805550028646	-0.157554198778328	0.415625070676933	0.489337373407126	0.884841525017112	0.605901242754691	0.944617620339314
Parabacteroides	0.0272301640499428	-0.238394721601657	0.115474798491336	0.458434665951677	6.30017534838208	0.0613189550182271	0.46417448395161	0.678897681846064	0.931030477123477	0.646705555380124	0.946841801327906
unclassified_Erysipelotrichaceae	-0.665638206211661	-0.466932939238407	-0.726754392246502	-0.637457369339546	5.92561923100248	-0.101227919179619	0.453125038485087	0.49073109224452	0.896236800246715	0.469236711963005	0.903131653915012
Tyzzerella	-0.216602899217234	-0.238046297608138	-0.206087073964495	-0.278530264115132	5.37680388371134	-0.0506798202923919	0.479750795219393	0.562638064531807	0.912564706379416	0.603405843438171	0.946276362603913
Flavonifractor	1.2085256770968	1.29904351602989	1.19901082718189	0.275451043879428	5.68352111838384	0.0427139169971996	0.487500010178853	0.591507126241662	0.916337250370269	0.6635900418228	0.953211353721029
Gemella	2.39905348584462	1.2812442731695	2.68787927175243	1.31949789153772	4.95904935994191	0.267449476209401	0.36875011471571	0.513427175029743	0.902318546248663	0.44576938865732	0.925850550174208
Romboutsia	-0.034656914199144	3.8108067048405	-0.398168575371535	-4.11159366592931	5.2960918311247	-0.704669073823081	0.236760419139104	0.177025570430633	0.761890469063158	0.109750203500203	0.714403591600379
Sellimonas	-0.386778291644323	1.06526438765521	-0.554376292560319	-2.80525013106414	6.86385003152306	-0.460737357657966	0.334375151397688	0.321292888813173	0.850818329332179	0.377791220194237	0.863705071314826
Hungatella	-0.388463944655398	0.918565653384842	-0.577306210823227	-3.37568278279142	6.39287467135356	-0.452886634201413	0.334375151397688	0.3041721887562	0.848383163546573	0.333564792885914	0.863628782560923
[Clostridium]_innocuum_group	-0.396929382606552	-0.019564442358381	-0.458325326152223	-0.275516709478778	5.117444672462	-0.0616492998670928	0.459375033280296	0.573093732777827	0.910649735278651	0.601375336827923	0.939395842259663
Rothia	2.03917923534813	1.30473406830015	2.25547020337599	1.29952634653204	4.81699005321097	0.234851131278171	0.384375099411688	0.570376174161574	0.910843543402232	0.543663512413512	0.932371444886634
Neisseria	-0.537111592831753	-0.0177417715531663	-0.645917866318841	-0.436258914840905	4.40446643750233	-0.0850218632494695	0.450000041100971	0.536572873796745	0.881153820911168	0.564632476001011	0.92193433704052
Corynebacterium	-0.879760848358521	-0.897486094285991	-0.878094638643661	-0.0203533474101043	4.01483649672368	-0.00979288101571286	0.498442368860973	0.493066095172973	0.880848887839285	0.527415293040293	0.922865067411897
Paeniclostridium	-0.528734795526046	-0.933099999174038	-0.429720058784334	0.746374188116196	4.86121416450598	0.133720368980844	0.437500051669789	0.452671057279321	0.878909308422851	0.483181080972029	0.907734286849152
Anaerococcus	-0.815023682296933	-1.02921840325643	-0.778004054128919	0.310606551496855	4.0527886337851	0.0623873557950407	0.457943959488285	0.469953789554525	0.878668011115621	0.520603957026371	0.920667694740037
Phascolarctobacterium	-0.588342693103518	-0.953039058832241	-0.522064769190759	0.252047353787277	4.21541739228143	0.050645780056105	0.468750025530958	0.496093815040319	0.894510024850468	0.527471431027466	0.923572757403718
unclassified_Pasteurellaceae	-0.498976960809617	-0.225796629490429	-0.562493401187716	-0.52959009101172	5.45538615401524	-0.0790170939836732	0.443750046362987	0.506445583387973	0.900365562254059	0.554909968703072	0.925354448943488
Epulopiscium	0.313598139930196	0.172174969993597	0.332736890991134	-0.224373505023321	5.68602366392117	-0.0285861403299104	0.484375012728044	0.641117878381052	0.922057624598349	0.631774056881816	0.946536633443954
Eggerthella	1.28932031730945	0.416748733018253	1.47289142733795	0.770099688030353	5.20494891407309	0.160231419665568	0.436137124155942	0.650977165754031	0.925255239242866	0.625854898214812	0.946048717716936
Incertae_Sedis	-0.41242123786107	-0.424637348570184	-0.411179346466012	0.0753218836625633	4.55454681625938	0.0137713464156709	0.49375000508704	0.511762607618539	0.889993075331437	0.539647782374076	0.9325560553228
Granulicatella	2.4637237964669	0.821715157160402	2.82166459956753	1.41925471066017	5.07388359244389	0.300222682289096	0.384375099411688	0.481703919305888	0.896257399236957	0.413405400474366	0.91423268902342
[Ruminococcus]_torques_group	-0.610503352721625	-1.06205618543521	-0.520477105371186	0.366891249373139	4.76557386396162	0.0836408781441225	0.450000041100971	0.480510500194645	0.873695408275727	0.526471911708981	0.897003911265389
Akkermansia	-0.80619650536225	-0.884262405033032	-0.779109320287568	0.126623540285782	4.18925416422239	0.0309802166383431	0.481250015280225	0.500767209915986	0.865971016463873	0.512277991803854	0.907449647651753
unclassified_Lachnospiraceae	-0.390293264080526	-1.14913615824816	-0.237359571926095	1.0766810688124	4.87133502126115	0.205044832227614	0.398753979463357	0.43980035630329	0.869981422687263	0.469597990610922	0.901433689367655
Anaerostipes	-0.434763138144663	1.24184123353932	-0.688180315314407	-2.66532257840133	5.38002693362287	-0.454641037863452	0.300000193761348	0.339984624933945	0.824288137613663	0.299165364089933	0.838730965952238
Butyricicoccus	-0.825266510433155	-1.11755403639182	-0.763170297752429	0.376984035709604	4.54286799807464	0.086469020279475	0.448598172855738	0.499270526201185	0.871342233460549	0.505756665508821	0.913750496745341
Blautia	0.486339643253392	2.12118922260764	0.18086510739418	-1.86972113343918	6.24698903174429	-0.339672455923946	0.320872440341276	0.387292398936992	0.867074087467433	0.338276765539697	0.88972423432405
