featureid	rab.all	rab.win.n	rab.win.x	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
Bifidobacterium	11.2987750010323	11.3582410846709	11.2837132942903	-0.0944277668746327	1.60111849905728	-0.028060419319608	0.478599248840434	0.226945227456376	0.730581064327765	0.791810914979018	0.95142758857174
Escherichia-Shigella	7.42696482653163	9.02581398361534	4.63096600976012	-3.23346079903669	6.00496712352441	-0.432838960185171	0.355468950535953	0.0405232894301228	0.509575039025487	0.422014116949462	0.88569942243553
Bacteroides	1.98429128299309	2.85633609436779	1.61061823115935	-1.48317758070905	8.04240553277919	-0.194215578723668	0.381323115870183	0.587097065822355	0.881198193060689	0.528058862433862	0.904425034314578
Enterococcus	3.37022373978667	9.97036906924136	2.61337088377162	-6.40322398533274	4.78659224111303	-1.30235885988274	0.0742207196800867	0.00164437027376036	0.0824409523404882	0.0035834017515052	0.185175540123457
[Ruminococcus]_gnavus_group	1.14201212707325	2.97059112039763	1.0056690226374	-1.29635420784885	6.98843485539036	-0.154670272132087	0.421875101826505	0.640616802579819	0.889318828068139	0.655263923097975	0.923805764669232
Streptococcus	9.03664294262647	8.0909001721	9.30813521520562	1.42220409017077	2.14325836951168	0.595124892433752	0.26171914201932	0.211811340323258	0.718147320843154	0.229394157088123	0.800637131677468
Staphylococcus	4.76547036118628	2.83052217421773	5.16889039175024	3.64806236396927	5.25099453187528	0.62449611379141	0.22957246670288	0.167302480999856	0.694813888176086	0.0944444444444444	0.665986141140973
unclassified_Enterobacteriaceae	5.61739317107081	5.21345149179305	5.80820905136814	1.1567926725862	5.55098268721752	0.174020155215721	0.421875101826505	0.7372185502149	0.924022739197256	0.811290423736544	0.961746513578008
Veillonella	6.20036695281689	6.62713778714875	6.00807158759134	-0.138893786419229	4.82329542056682	-0.0259892437214013	0.486381340152406	0.871792798075817	0.957577084439936	0.899376824484583	0.977906619283895
Haemophilus	4.28886070179997	0.529524109851947	4.70654234698993	3.67703054915333	5.7595823918684	0.62337480734958	0.264591821286511	0.196395633437521	0.721001434923642	0.159798052362708	0.733747874233005
Clostridium_sensu_stricto_1	4.89677226984051	6.8807510336582	3.49281622057415	-3.21569320325206	5.51221337410669	-0.478501221140782	0.335937733785496	0.10158788340092	0.624792216138043	0.417626231527094	0.887224630039098
