SampleID	oral	Unknown
S_i14_S_M07	0.0026000000000000003	0.9974000000000001
S_i01_S_M07	0.008900000000000002	0.9911
S_i11_S_M07	0.0011000000000000003	0.9989000000000001
S_i30_S_M07	0.19369999999999998	0.8063
S_i02_S_M07	0.008700000000000001	0.9913000000000001
S_i12_S_M07	0.009499999999999998	0.9905000000000002
S_i08_S_M07	0.0215	0.9784999999999998
S_i19_S_M07	0.04379999999999999	0.9562000000000002
S_i26_S_M07	0.0068000000000000005	0.9932000000000001
S_i05_S_M07	0.04639999999999999	0.9536
S_i06_S_M07	0.0046	0.9954000000000001
S_i22_S_M07	0.0754	0.9246000000000001
S_i28_S_M07	0.07269999999999999	0.9273
S_i10_S_M07	0.007400000000000001	0.9925999999999998
S_i15_S_M07	0.1639	0.8360999999999998
S_i20_S_M07	0.037200000000000004	0.9628
S_i25_S_M07	0.0099	0.9901
S_i18_S_M07	0.0093	0.9907
S_i23_S_M07	0.028599999999999997	0.9714
S_i03_S_M07	0.0021000000000000003	0.9978999999999999
S_i16_S_M07	0.013900000000000001	0.9861000000000001
S_i21_S_M07	0.2225	0.7775000000000001
S_i24_S_M07	0.025799999999999997	0.9742
S_i09_S_M07	0.0029999999999999996	0.9969999999999999
