SampleID	oral	Unknown
S_i06_S_M05	0.0165	0.9834999999999999
S_i26_S_M05	0.005999999999999999	0.994
S_i21_S_M05	0.1066	0.8934000000000001
S_i01_S_M05	0.0225	0.9775
S_i28_S_M05	0.1723	0.8276999999999999
S_i07_S_M05	0.011199999999999998	0.9888
S_i10_S_M05	0.0032	0.9968
S_i30_S_M05	0.04319999999999999	0.9568
S_i19_S_M05	0.0033	0.9967
S_i03_S_M05	0.0026999999999999997	0.9973000000000001
S_i16_S_M05	0.0096	0.9904000000000002
S_i24_S_M05	0.0051	0.9949
S_i15_S_M05	0.15539999999999998	0.8446
S_i12_S_M05	0.024699999999999996	0.9753000000000001
S_i05_S_M05	0.0167	0.9833000000000001
S_i02_S_M05	0.04279999999999999	0.9571999999999999
S_i09_S_M05	0.0501	0.9499000000000002
S_i14_S_M05	0.018999999999999996	0.9810000000000001
S_i20_S_M05	0.014500000000000002	0.9855
S_i04_S_M05	0.004399999999999999	0.9955999999999999
S_i18_S_M05	0.0038	0.9962
S_i31_S_M05	0.0039	0.9961
S_i22_S_M05	0.043899999999999995	0.9561
S_i29_S_M05	0.03300000000000001	0.9670000000000002
S_i27_S_M05	0.032200000000000006	0.9678000000000001
S_i23_S_M05	0.0399	0.9601
S_i11_S_M05	0.0253	0.9747
S_i08_S_M05	0.0261	0.9739000000000001
S_i25_S_M05	0.0089	0.9911
